route,points,first_period_label,first_source_sheet,first_date,first_speed,latest_period_label,latest_source_sheet,latest_date,latest_speed,prev_speed_full,abs_change_full,pct_change_full,base_period_label_1yr,base_source_sheet_1yr,base_date_1yr,prev_speed_1yr,abs_change_1yr,pct_change_1yr,base_period_label_5yr,base_source_sheet_5yr,base_date_5yr,prev_speed_5yr,abs_change_5yr,pct_change_5yr,base_period_label_10yr,base_source_sheet_10yr,base_date_10yr,prev_speed_10yr,abs_change_10yr,pct_change_10yr,include_in_map,flags
652,155,P01/2013,2013-14,2013-04-01,10.73627121270318,P13/2025,2025-26,2026-03-03,8.517717465473787,10.73627121270318,-2.218553747229393,-20.664099325326237,P13/2024,2024-25,2025-03-03,9.303972522437284,-0.7862550569634976,-8.45074569026703,P11/2020,2020-21,2021-01-06,11.0006685445749,-2.482951079101113,-22.570910750016257,P13/2015,2015-16,2016-03-02,9.72338290402764,-1.2056654385538526,-12.399649900184835,True,
323,168,P01/2013,2013-14,2013-04-01,11.919091976173974,P13/2025,2025-26,2026-03-03,9.45227419597514,11.919091976173974,-2.4668177801988342,-20.696356611140796,P13/2024,2024-25,2025-03-03,10.490775795686718,-1.0385015997115783,-9.899187819251253,P13/2020,2020-21,2021-03-03,11.5849856817147,-2.132711485739561,-18.409271658451434,P13/2015,2015-16,2016-03-02,11.550501961669683,-2.098227765694544,-18.165684683293488,True,
424,166,P01/2013,2013-14,2013-04-01,8.254343028317791,P13/2025,2025-26,2026-03-03,6.505650332749833,8.254343028317791,-1.748692695567958,-21.185122662927856,P13/2024,2024-25,2025-03-03,6.536562185685019,-0.030911852935186168,-0.4729068898462053,P13/2020,2020-21,2021-03-03,7.08416221060628,-0.5785118778564469,-8.166270910486908,P13/2015,2015-16,2016-03-02,7.890979257321804,-1.3853289245719704,-17.5558556092587,True,
649,153,P01/2013,2013-14,2013-04-01,10.43810119475194,P13/2025,2025-26,2026-03-03,8.21775648576819,10.43810119475194,-2.2203447089837507,-21.271538448967075,P13/2024,2024-25,2025-03-03,9.356844134993771,-1.1390876492255817,-12.173844437201796,P13/2020,2020-21,2021-03-03,0.0,8.21775648576819,,P13/2015,2015-16,2016-03-02,9.179133133892927,-0.9613766481247374,-10.473501518078665,True,base_speed_5yr_low
D3,168,P01/2013,2013-14,2013-04-01,10.444434123536846,P13/2025,2025-26,2026-03-03,8.188632426001503,10.444434123536846,-2.255801697535343,-21.59812270204114,P13/2024,2024-25,2025-03-03,7.9040201302791555,0.28461229572234714,3.600854894486398,P13/2020,2020-21,2021-03-03,11.3323044353389,-3.143672009337397,-27.740800887188517,P13/2015,2015-16,2016-03-02,9.50967748330507,-1.321045057303568,-13.891586330059653,True,
P13,168,P01/2013,2013-14,2013-04-01,9.352600077678556,P13/2025,2025-26,2026-03-03,7.330597532072216,9.352600077678556,-2.02200254560634,-21.61968360469262,P13/2024,2024-25,2025-03-03,8.111741275528763,-0.7811437434565471,-9.629791149935665,P13/2020,2020-21,2021-03-03,9.44599872485372,-2.115401192781504,-22.394680058717277,P13/2015,2015-16,2016-03-02,9.046941313702384,-1.7163437816301679,-18.97153659027958,True,
665,151,P01/2013,2013-14,2013-04-01,11.880582717830494,P13/2025,2025-26,2026-03-03,9.256863736949075,11.880582717830494,-2.623718980881419,-22.084093374845292,P13/2024,2024-25,2025-03-03,10.382039143381627,-1.125175406432552,-10.837711078654834,P11/2020,2020-21,2021-01-06,11.3890335533912,-2.1321698164421257,-18.721253269178845,P13/2015,2015-16,2016-03-02,10.812884244639273,-1.5560205076901976,-14.390429717784404,True,
195,168,P01/2013,2013-14,2013-04-01,10.190068960524007,P13/2025,2025-26,2026-03-03,7.936214738520701,10.190068960524007,-2.253854222003306,-22.11814493831851,P13/2024,2024-25,2025-03-03,8.823856695449074,-0.8876419569283724,-10.059569047468507,P13/2020,2020-21,2021-03-03,9.59782215740112,-1.6616074188804193,-17.312338066184235,P13/2015,2015-16,2016-03-02,9.619108197092064,-1.682893458571363,-17.495316863990734,True,
624,152,P01/2013,2013-14,2013-04-01,11.24580886651488,P13/2025,2025-26,2026-03-03,8.745465482983033,11.24580886651488,-2.500343383531847,-22.233557525388687,P13/2024,2024-25,2025-03-03,8.859242827676315,-0.1137773446932826,-1.2842784299561318,P13/2020,2020-21,2021-03-03,9.55231500854381,-0.8068495255607768,-8.446638588018843,P13/2015,2015-16,2016-03-02,10.87508803039752,-2.1296225474144883,-19.582577552125283,True,
618,51,P01/2015,2015-16,2015-04-01,9.285918142328688,P13/2025,2025-26,2026-03-03,7.217170856146537,9.285918142328688,-2.068747286182151,-22.2783278344015,P13/2024,2024-25,2025-03-03,5.970478411423292,1.2466924447232453,20.88094720077965,P13/2017,2017-18,2018-03-03,9.602510495260066,-2.3853396391135293,-24.840791793885217,P13/2015,2015-16,2016-03-02,9.316539973968132,-2.0993691178215945,-22.533785328969337,True,
685,156,P01/2013,2013-14,2013-04-01,10.778846822937473,P13/2025,2025-26,2026-03-03,8.36324626526118,10.778846822937473,-2.4156005576762922,-22.410565780894807,P13/2024,2024-25,2025-03-03,8.254409258449801,0.10883700681137931,1.3185317495611937,P13/2020,2020-21,2021-03-03,8.99575656105542,-0.6325102957942406,-7.031207342054083,P13/2015,2015-16,2016-03-02,10.027613061661286,-1.664366796400106,-16.597836256401866,True,
646,155,P01/2013,2013-14,2013-04-01,8.794011065241039,P13/2025,2025-26,2026-03-03,6.817011687226866,8.794011065241039,-1.976999378014173,-22.481201846884243,P13/2024,2024-25,2025-03-03,9.019626298379226,-2.2026146111523603,-24.42024246113342,P13/2020,2020-21,2021-03-03,9.98189568709443,-3.1648839998675653,-31.706241971246367,P13/2015,2015-16,2016-03-02,8.174700498118607,-1.3576888108917418,-16.608422671927997,True,
UL2,42,P01/2015,2015-16,2015-04-01,11.302852709021272,P10/2025,2025-26,2025-12-09,8.750634472820925,11.302852709021272,-2.5522182362003463,-22.580301645117572,P06/2024,2024-25,2024-08-19,7.351662149623836,1.3989723231970892,19.029333703381223,P10/2020,2020-21,2020-12-09,10.631882773886,-1.8812483010650745,-17.69440409638254,P10/2015,2015-16,2015-12-09,13.117904891332294,-4.367270418511369,-33.29243850057992,True,
V663,10,P01/2020,2020-21,2020-04-01,8.9490376346582,P12/2021,2021-22,2022-02-03,6.92770571423758,8.9490376346582,-2.0213319204206206,-22.58714291905895,P11/2020,2020-21,2021-01-06,7.12260796690123,-0.1949022526636499,-2.736388884090785,P01/2020,2020-21,2020-04-01,8.9490376346582,-2.0213319204206206,-22.58714291905895,P01/2020,2020-21,2020-04-01,8.9490376346582,-2.0213319204206206,-22.58714291905895,True,
639,157,P01/2013,2013-14,2013-04-01,11.282143403514269,P13/2025,2025-26,2026-03-03,8.727413019973529,11.282143403514269,-2.55473038354074,-22.644016231392417,P13/2024,2024-25,2025-03-03,8.151126444270304,0.5762865757032252,7.070023752463269,P12/2020,2020-21,2021-02-03,8.9248786443586,-0.19746562438507098,-2.212530077480534,P13/2015,2015-16,2016-03-02,10.15526707403021,-1.4278540540566809,-14.060231440964202,True,
631,151,P01/2013,2013-14,2013-04-01,12.212358736112554,P13/2025,2025-26,2026-03-03,9.404531172770795,12.212358736112554,-2.8078275633417586,-22.991689189729357,P13/2024,2024-25,2025-03-03,12.526398381977202,-3.121867209206407,-24.922304991497825,P13/2020,2020-21,2021-03-03,11.7108999279748,-2.306368755204005,-19.694205990904166,P13/2015,2015-16,2016-03-02,12.972256802980242,-3.5677256302094467,-27.50273668179155,True,
201,168,P01/2013,2013-14,2013-04-01,9.994514581566394,P13/2025,2025-26,2026-03-03,7.688756707632134,9.994514581566394,-2.30575787393426,-23.07023372787845,P13/2024,2024-25,2025-03-03,8.556995343897706,-0.8682386362655716,-10.146536270873902,P13/2020,2020-21,2021-03-03,11.0325004399838,-3.3437437323516654,-30.308122356681054,P13/2015,2015-16,2016-03-02,8.87333537393164,-1.1845786662995064,-13.349869202279882,True,
272,168,P01/2013,2013-14,2013-04-01,8.751234336331677,P13/2025,2025-26,2026-03-03,6.688010130972218,8.751234336331677,-2.063224205359459,-23.576379354781587,P13/2024,2024-25,2025-03-03,7.233500535320268,-0.5454904043480502,-7.541167677868958,P13/2020,2020-21,2021-03-03,8.81175528700773,-2.123745156035511,-24.101272525881576,P13/2015,2015-16,2016-03-02,8.521732468379714,-1.8337223374074956,-21.51818710821547,True,
V678,10,P01/2020,2020-21,2020-04-01,12.6965303551255,P11/2021,2021-22,2022-01-06,9.63368295206232,12.6965303551255,-3.062847403063179,-24.12349923478684,P11/2020,2020-21,2021-01-06,9.20640341204737,0.4272795400149505,4.6411125049747275,P01/2020,2020-21,2020-04-01,12.6965303551255,-3.062847403063179,-24.12349923478684,P01/2020,2020-21,2020-04-01,12.6965303551255,-3.062847403063179,-24.12349923478684,True,
640,157,P01/2013,2013-14,2013-04-01,10.251489134072072,P13/2025,2025-26,2026-03-03,7.766939955745353,10.251489134072072,-2.484549178326719,-24.235983141893186,P13/2024,2024-25,2025-03-03,7.90446897014344,-0.13752901439808696,-1.7398893577488643,P13/2020,2020-21,2021-03-03,9.21446372444462,-1.4475237686992672,-15.709256794393786,P13/2015,2015-16,2016-03-02,9.809196117026667,-2.0422561612813146,-20.819811704410665,True,
VK1,11,P01/2020,2020-21,2020-04-01,10.9761598346512,P12/2021,2021-22,2022-02-03,8.31070208139753,10.9761598346512,-2.665457753253671,-24.284064676599833,P13/2020,2020-21,2021-03-03,9.77130720376308,-1.4606051223655498,-14.947898903465532,P01/2020,2020-21,2020-04-01,10.9761598346512,-2.665457753253671,-24.284064676599833,P01/2020,2020-21,2020-04-01,10.9761598346512,-2.665457753253671,-24.284064676599833,True,
660,155,P01/2013,2013-14,2013-04-01,10.96330729720012,P13/2025,2025-26,2026-03-03,8.27740882069234,10.96330729720012,-2.6858984765077807,-24.498980131604288,P13/2024,2024-25,2025-03-03,8.487475776662889,-0.21006695597054836,-2.4750227452565716,P13/2020,2020-21,2021-03-03,8.8651840874594,-0.5877752667670606,-6.6301529778554915,P13/2015,2015-16,2016-03-02,10.308966379952572,-2.031557559260232,-19.70670467226394,True,
UL80,9,P03/2019,2019-20,2019-05-27,12.700355839357,P10/2021,2021-22,2021-12-09,9.5840146964152,12.700355839357,-3.116341142941799,-24.537431725216724,P09/2020,2020-21,2020-11-11,9.83165585403787,-0.24764115762266847,-2.5188143411362596,P03/2019,2019-20,2019-05-27,12.700355839357,-3.116341142941799,-24.537431725216724,P03/2019,2019-20,2019-05-27,12.700355839357,-3.116341142941799,-24.537431725216724,True,
670,157,P01/2013,2013-14,2013-04-01,9.641068992511745,P13/2025,2025-26,2026-03-03,7.095824876487731,9.641068992511745,-2.545244116024014,-26.40001972811225,P13/2024,2024-25,2025-03-03,9.105733091339332,-2.0099082148516008,-22.07299725008709,P13/2020,2020-21,2021-03-03,8.50972494586081,-1.4139000693730797,-16.615108929705308,P13/2015,2015-16,2016-03-02,9.204648949694546,-2.108824073206815,-22.910423686248198,True,
N47,168,P01/2013,2013-14,2013-04-01,15.498769109107414,P13/2025,2025-26,2026-03-03,11.378190074790377,15.498769109107414,-4.120579034317037,-26.586492161469106,P13/2024,2024-25,2025-03-03,11.512132449927096,-0.13394237513671925,-1.1634888298871813,P13/2020,2020-21,2021-03-03,12.2537459561694,-0.8755558813790234,-7.145209999544726,P13/2015,2015-16,2016-03-02,14.950829650657344,-3.572639575866967,-23.895928582865558,True,
26,168,P01/2013,2013-14,2013-04-01,8.032700142467805,P13/2025,2025-26,2026-03-03,5.896610810236365,8.032700142467805,-2.13608933223144,-26.59241966394616,P13/2024,2024-25,2025-03-03,6.154835479326604,-0.25822466909023856,-4.195476385316651,P13/2020,2020-21,2021-03-03,7.72407662506336,-1.8274658148269953,-23.659343421026776,P13/2015,2015-16,2016-03-02,7.437006963090037,-1.5403961528536723,-20.712581828935733,True,
V689,9,P01/2020,2020-21,2020-04-01,10.6068126551793,P13/2021,2021-22,2022-03-03,7.71981897805755,10.6068126551793,-2.886993677121751,-27.21829611756208,P11/2020,2020-21,2021-01-06,8.41339672405755,-0.6935777460000008,-8.243730430739836,P01/2020,2020-21,2020-04-01,10.6068126551793,-2.886993677121751,-27.21829611756208,P01/2020,2020-21,2020-04-01,10.6068126551793,-2.886993677121751,-27.21829611756208,True,
653,156,P01/2013,2013-14,2013-04-01,10.34580314976878,P13/2025,2025-26,2026-03-03,7.521580216017299,10.34580314976878,-2.8242229337514813,-27.298247345974296,P13/2024,2024-25,2025-03-03,8.309477508910076,-0.7878972928927768,-9.481911372260546,P12/2020,2020-21,2021-02-03,9.81858831664525,-2.2970081006279512,-23.39448428379343,P13/2015,2015-16,2016-03-02,9.898754116659225,-2.3771739006419255,-24.014879778064522,True,
656,154,P01/2013,2013-14,2013-04-01,7.031333987258637,P13/2025,2025-26,2026-03-03,5.019143429248934,7.031333987258637,-2.012190558009703,-28.61747943784152,P13/2024,2024-25,2025-03-03,6.569845227681031,-1.5507017984320974,-23.60332313306947,P13/2020,2020-21,2021-03-03,5.68854986642563,-0.6694064371766961,-11.767611305081415,P13/2015,2015-16,2016-03-02,7.621979328314642,-2.602835899065708,-34.14908105820385,True,
V272,9,P03/2020,2020-21,2020-05-27,7.07954284343538,P13/2021,2021-22,2022-03-03,4.91544008561313,7.07954284343538,-2.16410275782225,-30.568396938637772,P13/2020,2020-21,2021-03-03,7.14621534734294,-2.2307752617298098,-31.216177421230977,P03/2020,2020-21,2020-05-27,7.07954284343538,-2.16410275782225,-30.568396938637772,P03/2020,2020-21,2020-05-27,7.07954284343538,-2.16410275782225,-30.568396938637772,True,
651,154,P01/2013,2013-14,2013-04-01,15.512720628655725,P13/2025,2025-26,2026-03-03,10.71497791278776,15.512720628655725,-4.797742715867965,-30.92779681086618,P13/2024,2024-25,2025-03-03,11.554058853111574,-0.8390809403238144,-7.262217987558936,P13/2020,2020-21,2021-03-03,12.9007071313625,-2.185729218574741,-16.942708615259424,P13/2015,2015-16,2016-03-02,11.629544817745831,-0.9145669049580718,-7.864167680600103,True,
V692,8,P06/2020,2020-21,2020-08-19,17.5720026202755,P11/2021,2021-22,2022-01-06,11.9200298102538,17.5720026202755,-5.651972810021702,-32.16464811756947,P11/2020,2020-21,2021-01-06,11.8345746088743,0.08545520137949936,0.7220808876004696,P06/2020,2020-21,2020-08-19,17.5720026202755,-5.651972810021702,-32.16464811756947,P06/2020,2020-21,2020-08-19,17.5720026202755,-5.651972810021702,-32.16464811756947,True,
609,74,P01/2013,2013-14,2013-04-01,8.955117586194284,P06/2019,2019-20,2019-08-19,5.338277379256439,8.955117586194284,-3.6168402069378445,-40.3885283707918,P06/2018,2018-19,2018-08-19,8.329384806376437,-2.9911074271199976,-35.91030426196902,P06/2014,2014-15,2014-08-19,8.243257865180258,-2.9049804859238186,-35.24068436818572,P01/2013,2013-14,2013-04-01,8.955117586194284,-3.6168402069378445,-40.3885283707918,True,
72,168,P01/2013,2013-14,2013-04-01,9.438305461589753,P13/2025,2025-26,2026-03-03,5.587029242187876,9.438305461589753,-3.8512762194018766,-40.804742282129766,P13/2024,2024-25,2025-03-03,6.536362848630629,-0.9493336064427531,-14.523881682021965,P13/2020,2020-21,2021-03-03,7.95352816183153,-2.3664989196436537,-29.75407732885551,P13/2015,2015-16,2016-03-02,8.93081161967321,-3.3437823774853346,-37.440968636260266,True,
UL34,3,P01/2016,2016-17,2016-04-01,12.134579295204835,P05/2022,2022-23,2022-07-22,21.520205537762426,12.134579295204835,9.38562624255759,77.34611983018203,P05/2022,2022-23,2022-07-22,21.520205537762426,0.0,0.0,P06/2016,2016-17,2016-08-19,12.452680355467937,9.067525182294489,72.81585107348366,P01/2016,2016-17,2016-04-01,12.134579295204835,9.38562624255759,77.34611983018203,False,too_few_points
UL44,2,P03/2017,2017-18,2017-05-27,9.663554640692514,P10/2022,2022-23,2022-12-09,15.947325988537504,9.663554640692514,6.28377134784499,65.02546507456474,P10/2022,2022-23,2022-12-09,15.947325988537504,0.0,0.0,P03/2017,2017-18,2017-05-27,9.663554640692514,6.28377134784499,65.02546507456474,P03/2017,2017-18,2017-05-27,9.663554640692514,6.28377134784499,65.02546507456474,False,too_few_points
UL33,5,P05/2016,2016-17,2016-07-22,9.227670945395278,P02/2022,2022-23,2022-04-29,13.921062829580476,9.227670945395278,4.693391884185198,50.86215050318042,P02/2022,2022-23,2022-04-29,13.921062829580476,0.0,0.0,P13/2016,2016-17,2017-03-03,9.366520454363368,4.554542375217109,48.62576660573444,P05/2016,2016-17,2016-07-22,9.227670945395278,4.693391884185198,50.86215050318042,False,too_few_points
69A,5,P02/2015,2015-16,2015-04-29,6.232758810510997,P09/2016,2016-17,2016-11-11,9.22736220472441,6.232758810510997,2.9946033942134127,48.04619407321328,P13/2015,2015-16,2016-03-02,8.782447289584464,0.44491491513994497,5.0659559968847345,P02/2015,2015-16,2015-04-29,6.232758810510997,2.9946033942134127,48.04619407321328,P02/2015,2015-16,2015-04-29,6.232758810510997,2.9946033942134127,48.04619407321328,False,too_few_points
74U,2,P08/2019,2019-20,2019-10-14,5.34155943396894,P04/2020,2020-21,2020-06-24,7.8257859329788,5.34155943396894,2.4842264990098597,46.507513952044604,P08/2019,2019-20,2019-10-14,5.34155943396894,2.4842264990098597,46.507513952044604,P08/2019,2019-20,2019-10-14,5.34155943396894,2.4842264990098597,46.507513952044604,P08/2019,2019-20,2019-10-14,5.34155943396894,2.4842264990098597,46.507513952044604,False,too_few_points
V626,7,P02/2020,2020-21,2020-04-29,8.75814406698368,P11/2021,2021-22,2022-01-06,12.6457763603729,8.75814406698368,3.8876322933892187,44.38876848400743,P12/2020,2020-21,2021-02-03,10.0368867997261,2.6088895606467997,25.99301569006432,P02/2020,2020-21,2020-04-29,8.75814406698368,3.8876322933892187,44.38876848400743,P02/2020,2020-21,2020-04-29,8.75814406698368,3.8876322933892187,44.38876848400743,False,too_few_points
Y23N,7,P02/2013,2013-14,2013-04-29,9.040685710548862,P09/2019,2019-20,2019-11-11,12.911330539773468,9.040685710548862,3.870644829224606,42.81362004110215,P04/2018,2018-19,2018-06-24,8.293963743011513,4.617366796761955,55.6714128471148,P13/2014,2014-15,2015-03-03,9.105696625278377,3.8056339144950915,41.793989752857016,P02/2013,2013-14,2013-04-29,9.040685710548862,3.870644829224606,42.81362004110215,False,too_few_points
V603,5,P01/2020,2020-21,2020-04-01,7.20416646426356,P13/2020,2020-21,2021-03-03,9.65425753455953,7.20416646426356,2.4500910702959704,34.00936225515757,P01/2020,2020-21,2020-04-01,7.20416646426356,2.4500910702959704,34.00936225515757,P01/2020,2020-21,2020-04-01,7.20416646426356,2.4500910702959704,34.00936225515757,P01/2020,2020-21,2020-04-01,7.20416646426356,2.4500910702959704,34.00936225515757,False,too_few_points
UL90,5,P01/2020,2020-21,2020-04-01,14.4445776087627,P09/2023,2023-24,2023-11-11,18.864767138148675,14.4445776087627,4.420189529385976,30.601030013536008,P02/2023,2023-24,2023-04-29,19.842046562028838,-0.9772794238801623,-4.925295487161865,P01/2020,2020-21,2020-04-01,14.4445776087627,4.420189529385976,30.601030013536008,P01/2020,2020-21,2020-04-01,14.4445776087627,4.420189529385976,30.601030013536008,False,too_few_points
UL77,5,P05/2021,2021-22,2021-07-22,8.55396131806453,P01/2022,2022-23,2022-04-01,10.8854082889625,8.55396131806453,2.3314469708979697,27.255757703443727,P05/2021,2021-22,2021-07-22,8.55396131806453,2.3314469708979697,27.255757703443727,P05/2021,2021-22,2021-07-22,8.55396131806453,2.3314469708979697,27.255757703443727,P05/2021,2021-22,2021-07-22,8.55396131806453,2.3314469708979697,27.255757703443727,False,too_few_points
UL42,3,P09/2017,2017-18,2017-11-11,9.5917564652533,P01/2022,2022-23,2022-04-01,12.091044039367244,9.5917564652533,2.4992875741139446,26.056620423670683,P06/2021,2021-22,2021-08-19,8.476784816171898,3.6142592231953454,42.63714723889309,P09/2017,2017-18,2017-11-11,9.5917564652533,2.4992875741139446,26.056620423670683,P09/2017,2017-18,2017-11-11,9.5917564652533,2.4992875741139446,26.056620423670683,False,too_few_points
2U,5,P07/2014,2014-15,2014-09-16,7.863394222834429,P06/2020,2020-21,2020-08-19,9.80154711774556,7.863394222834429,1.9381528949111315,24.647789999933483,P03/2020,2020-21,2020-05-27,0.0,9.80154711774556,,P07/2014,2014-15,2014-09-16,7.863394222834429,1.9381528949111315,24.647789999933483,P07/2014,2014-15,2014-09-16,7.863394222834429,1.9381528949111315,24.647789999933483,False,too_few_points;base_speed_1yr_low
V428,5,P01/2020,2020-21,2020-04-01,7.96548061864696,P11/2020,2020-21,2021-01-06,9.90356354794642,7.96548061864696,1.938082929299461,24.331023099377894,P01/2020,2020-21,2020-04-01,7.96548061864696,1.938082929299461,24.331023099377894,P01/2020,2020-21,2020-04-01,7.96548061864696,1.938082929299461,24.331023099377894,P01/2020,2020-21,2020-04-01,7.96548061864696,1.938082929299461,24.331023099377894,False,too_few_points
UL94,5,P12/2021,2021-22,2022-02-03,7.366164780909979,P11/2024,2024-25,2025-01-06,9.120729757019594,7.366164780909979,1.7545649761096156,23.81924689842284,P09/2023,2023-24,2023-11-11,9.143808359052256,-0.023078602032661877,-0.25239595064144527,P12/2021,2021-22,2022-02-03,7.366164780909979,1.7545649761096156,23.81924689842284,P12/2021,2021-22,2022-02-03,7.366164780909979,1.7545649761096156,23.81924689842284,False,too_few_points
VR8,3,P01/2020,2020-21,2020-04-01,13.313658005175,P07/2020,2020-21,2020-09-16,16.3723815809919,13.313658005175,3.0587235758168987,22.974328878118826,P01/2020,2020-21,2020-04-01,13.313658005175,3.0587235758168987,22.974328878118826,P01/2020,2020-21,2020-04-01,13.313658005175,3.0587235758168987,22.974328878118826,P01/2020,2020-21,2020-04-01,13.313658005175,3.0587235758168987,22.974328878118826,False,too_few_points
V122,4,P03/2020,2020-21,2020-05-27,10.7822201190237,P06/2021,2021-22,2021-08-19,13.1152083030361,10.7822201190237,2.3329881840124003,21.6373637178504,P06/2020,2020-21,2020-08-19,11.6850487887579,1.4301595142782002,12.239225870020725,P03/2020,2020-21,2020-05-27,10.7822201190237,2.3329881840124003,21.6373637178504,P03/2020,2020-21,2020-05-27,10.7822201190237,2.3329881840124003,21.6373637178504,False,too_few_points
Y27N,7,P04/2013,2013-14,2013-06-24,10.2449990440154,P11/2019,2019-20,2020-01-06,12.387766768497665,10.2449990440154,2.1427677244822654,20.91525548490861,P06/2018,2018-19,2018-08-19,12.946850211849958,-0.5590834433522929,-4.31829699273555,P02/2014,2014-15,2014-04-29,12.924087254097062,-0.536320485599397,-4.149774564771514,P04/2013,2013-14,2013-06-24,10.2449990440154,2.1427677244822654,20.91525548490861,False,too_few_points
UL45,3,P08/2020,2020-21,2020-10-14,14.5981503305624,P04/2023,2023-24,2023-06-24,17.447648539484003,14.5981503305624,2.849498208921604,19.519583950001877,P12/2021,2021-22,2022-02-03,13.6684181796429,3.779230359841103,27.649361544042534,P08/2020,2020-21,2020-10-14,14.5981503305624,2.849498208921604,19.519583950001877,P08/2020,2020-21,2020-10-14,14.5981503305624,2.849498208921604,19.519583950001877,False,too_few_points
UL36,6,P02/2019,2019-20,2019-04-29,9.915328154313618,P13/2025,2025-26,2026-03-03,11.555026773694973,9.915328154313618,1.6396986193813543,16.537008093554732,P13/2025,2025-26,2026-03-03,11.555026773694973,0.0,0.0,P11/2021,2021-22,2022-01-06,10.1530735018926,1.4019532718023733,13.808166281284578,P02/2019,2019-20,2019-04-29,9.915328154313618,1.6396986193813543,16.537008093554732,False,too_few_points
UL25,5,P03/2022,2022-23,2022-05-27,18.121188309411146,P10/2022,2022-23,2022-12-09,20.93747116258385,18.121188309411146,2.816282853172705,15.541380648365555,P03/2022,2022-23,2022-05-27,18.121188309411146,2.816282853172705,15.541380648365555,P03/2022,2022-23,2022-05-27,18.121188309411146,2.816282853172705,15.541380648365555,P03/2022,2022-23,2022-05-27,18.121188309411146,2.816282853172705,15.541380648365555,False,too_few_points
VR7,2,P03/2020,2020-21,2020-05-27,12.4560289801053,P13/2020,2020-21,2021-03-03,14.3034100495961,12.4560289801053,1.8473810694907993,14.831220065732234,P03/2020,2020-21,2020-05-27,12.4560289801053,1.8473810694907993,14.831220065732234,P03/2020,2020-21,2020-05-27,12.4560289801053,1.8473810694907993,14.831220065732234,P03/2020,2020-21,2020-05-27,12.4560289801053,1.8473810694907993,14.831220065732234,False,too_few_points
TR1,3,P05/2021,2021-22,2021-07-22,6.73959435776072,P13/2021,2021-22,2022-03-03,7.65199603933134,6.73959435776072,0.9124016815706204,13.537931708307926,P05/2021,2021-22,2021-07-22,6.73959435776072,0.9124016815706204,13.537931708307926,P05/2021,2021-22,2021-07-22,6.73959435776072,0.9124016815706204,13.537931708307926,P05/2021,2021-22,2021-07-22,6.73959435776072,0.9124016815706204,13.537931708307926,False,too_few_points
UL46,7,P01/2017,2017-18,2017-04-01,10.65553455143468,P12/2022,2022-23,2023-02-03,12.062607920190942,10.65553455143468,1.4070733687562615,13.205094141117591,P12/2021,2021-22,2022-02-03,11.3487512603781,0.7138566598128424,6.290178041923701,P09/2017,2017-18,2017-11-11,9.555075257628667,2.5075326625622747,26.242939955499438,P01/2017,2017-18,2017-04-01,10.65553455143468,1.4070733687562615,13.205094141117591,False,too_few_points
V669,4,P02/2021,2021-22,2021-04-29,9.9105802700292,P12/2021,2021-22,2022-02-03,11.1255324188476,9.9105802700292,1.2149521488183996,12.259142408568776,P02/2021,2021-22,2021-04-29,9.9105802700292,1.2149521488183996,12.259142408568776,P02/2021,2021-22,2021-04-29,9.9105802700292,1.2149521488183996,12.259142408568776,P02/2021,2021-22,2021-04-29,9.9105802700292,1.2149521488183996,12.259142408568776,False,too_few_points
UL28,5,P06/2015,2015-16,2015-08-19,10.089631756263763,P09/2019,2019-20,2019-11-11,11.242430764698623,10.089631756263763,1.1527990084348598,11.425580598808164,P11/2018,2018-19,2019-01-06,7.33841954613824,3.904011218560383,53.19961871919444,P06/2015,2015-16,2015-08-19,10.089631756263763,1.1527990084348598,11.425580598808164,P06/2015,2015-16,2015-08-19,10.089631756263763,1.1527990084348598,11.425580598808164,False,too_few_points
K50,3,P11/2013,2013-14,2014-01-06,15.953841019354934,P13/2013,2013-14,2014-03-03,17.751808747948083,15.953841019354934,1.7979677285931484,11.269810990418444,P11/2013,2013-14,2014-01-06,15.953841019354934,1.7979677285931484,11.269810990418444,P11/2013,2013-14,2014-01-06,15.953841019354934,1.7979677285931484,11.269810990418444,P11/2013,2013-14,2014-01-06,15.953841019354934,1.7979677285931484,11.269810990418444,False,too_few_points
655V,2,P06/2020,2020-21,2020-08-19,6.98261967046089,P09/2020,2020-21,2020-11-11,7.76744150375845,6.98261967046089,0.7848218332975598,11.23964744374739,P06/2020,2020-21,2020-08-19,6.98261967046089,0.7848218332975598,11.23964744374739,P06/2020,2020-21,2020-08-19,6.98261967046089,0.7848218332975598,11.23964744374739,P06/2020,2020-21,2020-08-19,6.98261967046089,0.7848218332975598,11.23964744374739,False,too_few_points
TR3,6,P07/2021,2021-22,2021-09-16,11.5424158507801,P06/2023,2023-24,2023-08-19,12.83574708862228,11.5424158507801,1.29333123784218,11.205030684757121,P07/2022,2022-23,2022-09-16,12.106310961903771,0.7294361267185092,6.025255166614373,P07/2021,2021-22,2021-09-16,11.5424158507801,1.29333123784218,11.205030684757121,P07/2021,2021-22,2021-09-16,11.5424158507801,1.29333123784218,11.205030684757121,False,too_few_points
