route,points,first_period_label,first_source_sheet,first_date,first_speed,latest_period_label,latest_source_sheet,latest_date,latest_speed,prev_speed_full,abs_change_full,pct_change_full,base_period_label_1yr,base_source_sheet_1yr,base_date_1yr,prev_speed_1yr,abs_change_1yr,pct_change_1yr,base_period_label_5yr,base_source_sheet_5yr,base_date_5yr,prev_speed_5yr,abs_change_5yr,pct_change_5yr,base_period_label_10yr,base_source_sheet_10yr,base_date_10yr,prev_speed_10yr,abs_change_10yr,pct_change_10yr,include_in_map,flags
214U,3,P13/2014,2014-15,2015-03-03,6.588891834640667,P02/2018,2018-19,2018-04-29,7.302594806273102,6.588891834640667,0.7137029716324346,10.83191209605518,P10/2017,2017-18,2017-12-09,6.921648477406486,0.3809463288666155,5.5036936664740095,P13/2014,2014-15,2015-03-03,6.588891834640667,0.7137029716324346,10.83191209605518,P13/2014,2014-15,2015-03-03,6.588891834640667,0.7137029716324346,10.83191209605518,False,too_few_points
UL59,2,P03/2020,2020-21,2020-05-27,19.6480554431152,P10/2021,2021-22,2021-12-09,21.5978408124946,19.6480554431152,1.9497853693793985,9.92355388564732,P03/2020,2020-21,2020-05-27,19.6480554431152,1.9497853693793985,9.92355388564732,P03/2020,2020-21,2020-05-27,19.6480554431152,1.9497853693793985,9.92355388564732,P03/2020,2020-21,2020-05-27,19.6480554431152,1.9497853693793985,9.92355388564732,False,too_few_points
VH26,5,P02/2020,2020-21,2020-04-29,9.63631391833508,P12/2020,2020-21,2021-02-03,10.5588265821002,9.63631391833508,0.9225126637651204,9.573294016603686,P02/2020,2020-21,2020-04-29,9.63631391833508,0.9225126637651204,9.573294016603686,P02/2020,2020-21,2020-04-29,9.63631391833508,0.9225126637651204,9.573294016603686,P02/2020,2020-21,2020-04-29,9.63631391833508,0.9225126637651204,9.573294016603686,False,too_few_points
695,7,P04/2025,2025-26,2025-06-24,7.86019283768737,P10/2025,2025-26,2025-12-09,8.608123618079876,7.86019283768737,0.7479307803925064,9.515425331632995,P04/2025,2025-26,2025-06-24,7.86019283768737,0.7479307803925064,9.515425331632995,P04/2025,2025-26,2025-06-24,7.86019283768737,0.7479307803925064,9.515425331632995,P04/2025,2025-26,2025-06-24,7.86019283768737,0.7479307803925064,9.515425331632995,False,too_few_points
V346,5,P01/2020,2020-21,2020-04-01,14.2460928580856,P13/2020,2020-21,2021-03-03,15.5425118584402,14.2460928580856,1.2964190003546001,9.10017232983847,P01/2020,2020-21,2020-04-01,14.2460928580856,1.2964190003546001,9.10017232983847,P01/2020,2020-21,2020-04-01,14.2460928580856,1.2964190003546001,9.10017232983847,P01/2020,2020-21,2020-04-01,14.2460928580856,1.2964190003546001,9.10017232983847,False,too_few_points
UL81,2,P04/2019,2019-20,2019-06-24,12.0861728373423,P13/2021,2021-22,2022-03-03,13.1326344416432,12.0861728373423,1.0464616043008999,8.658337245250024,P13/2021,2021-22,2022-03-03,13.1326344416432,0.0,0.0,P04/2019,2019-20,2019-06-24,12.0861728373423,1.0464616043008999,8.658337245250024,P04/2019,2019-20,2019-06-24,12.0861728373423,1.0464616043008999,8.658337245250024,False,too_few_points
UL78,4,P02/2019,2019-20,2019-04-29,13.61829416896916,P12/2025,2025-26,2026-02-03,14.748744953822769,13.61829416896916,1.1304507848536094,8.300971992729242,P12/2025,2025-26,2026-02-03,14.748744953822769,0.0,0.0,P10/2019,2019-20,2019-12-09,13.2710644044975,1.4776805493252692,11.134604612607339,P02/2019,2019-20,2019-04-29,13.61829416896916,1.1304507848536094,8.300971992729242,False,too_few_points
UL57,2,P08/2017,2017-18,2017-10-14,12.906092612081448,P07/2018,2018-19,2018-09-16,13.91906192903295,12.906092612081448,1.0129693169515015,7.848768387135674,P08/2017,2017-18,2017-10-14,12.906092612081448,1.0129693169515015,7.848768387135674,P08/2017,2017-18,2017-10-14,12.906092612081448,1.0129693169515015,7.848768387135674,P08/2017,2017-18,2017-10-14,12.906092612081448,1.0129693169515015,7.848768387135674,False,too_few_points
256D,6,P01/2013,2013-14,2013-04-01,8.57468248974583,P13/2013,2013-14,2014-03-03,9.220092571028683,8.57468248974583,0.6454100812828525,7.5269268810206835,P01/2013,2013-14,2013-04-01,8.57468248974583,0.6454100812828525,7.5269268810206835,P01/2013,2013-14,2013-04-01,8.57468248974583,0.6454100812828525,7.5269268810206835,P01/2013,2013-14,2013-04-01,8.57468248974583,0.6454100812828525,7.5269268810206835,False,too_few_points
V315,5,P01/2020,2020-21,2020-04-01,8.48798239339864,P11/2020,2020-21,2021-01-06,9.06683050318084,8.48798239339864,0.5788481097822,6.819619586303426,P01/2020,2020-21,2020-04-01,8.48798239339864,0.5788481097822,6.819619586303426,P01/2020,2020-21,2020-04-01,8.48798239339864,0.5788481097822,6.819619586303426,P01/2020,2020-21,2020-04-01,8.48798239339864,0.5788481097822,6.819619586303426,False,too_few_points
588,6,P01/2013,2013-14,2013-04-01,12.16997037226138,P06/2013,2013-14,2013-08-19,12.972736102835576,12.16997037226138,0.8027657305741958,6.596283359932525,P01/2013,2013-14,2013-04-01,12.16997037226138,0.8027657305741958,6.596283359932525,P01/2013,2013-14,2013-04-01,12.16997037226138,0.8027657305741958,6.596283359932525,P01/2013,2013-14,2013-04-01,12.16997037226138,0.8027657305741958,6.596283359932525,False,too_few_points
NG3,2,P03/2020,2020-21,2020-05-27,20.0667691220623,P06/2020,2020-21,2020-08-19,21.3794019688261,20.0667691220623,1.312632846763801,6.541326303099955,P03/2020,2020-21,2020-05-27,20.0667691220623,1.312632846763801,6.541326303099955,P03/2020,2020-21,2020-05-27,20.0667691220623,1.312632846763801,6.541326303099955,P03/2020,2020-21,2020-05-27,20.0667691220623,1.312632846763801,6.541326303099955,False,too_few_points
V657,6,P03/2020,2020-21,2020-05-27,7.66923904549603,P13/2020,2020-21,2021-03-03,8.15779623386982,7.66923904549603,0.4885571883737905,6.370347637823455,P03/2020,2020-21,2020-05-27,7.66923904549603,0.4885571883737905,6.370347637823455,P03/2020,2020-21,2020-05-27,7.66923904549603,0.4885571883737905,6.370347637823455,P03/2020,2020-21,2020-05-27,7.66923904549603,0.4885571883737905,6.370347637823455,False,too_few_points
522,5,P08/2013,2013-14,2013-10-14,14.049515850354169,P12/2013,2013-14,2014-02-03,14.940036968774988,14.049515850354169,0.8905211184208195,6.338447017719623,P08/2013,2013-14,2013-10-14,14.049515850354169,0.8905211184208195,6.338447017719623,P08/2013,2013-14,2013-10-14,14.049515850354169,0.8905211184208195,6.338447017719623,P08/2013,2013-14,2013-10-14,14.049515850354169,0.8905211184208195,6.338447017719623,False,too_few_points
TR2,6,P06/2021,2021-22,2021-08-19,11.2994253057156,P11/2024,2024-25,2025-01-06,12.003076194582896,11.2994253057156,0.7036508888672959,6.227315724733075,P11/2023,2023-24,2024-01-06,12.470265009593506,-0.46718881501061027,-3.7464225070693926,P06/2021,2021-22,2021-08-19,11.2994253057156,0.7036508888672959,6.227315724733075,P06/2021,2021-22,2021-08-19,11.2994253057156,0.7036508888672959,6.227315724733075,False,too_few_points
232V,4,P02/2021,2021-22,2021-04-29,10.4527020866068,P10/2021,2021-22,2021-12-09,11.0913961704963,10.4527020866068,0.638694083889499,6.110325144613727,P02/2021,2021-22,2021-04-29,10.4527020866068,0.638694083889499,6.110325144613727,P02/2021,2021-22,2021-04-29,10.4527020866068,0.638694083889499,6.110325144613727,P02/2021,2021-22,2021-04-29,10.4527020866068,0.638694083889499,6.110325144613727,False,too_few_points
474U,4,P06/2018,2018-19,2018-08-19,13.053625846244945,P09/2021,2021-22,2021-11-11,13.830983826222107,13.053625846244945,0.7773579799771628,5.955111546274177,P03/2020,2020-21,2020-05-27,14.7341609102949,-0.9031770840727926,-6.129816889957636,P06/2018,2018-19,2018-08-19,13.053625846244945,0.7773579799771628,5.955111546274177,P06/2018,2018-19,2018-08-19,13.053625846244945,0.7773579799771628,5.955111546274177,False,too_few_points
27U,2,P03/2013,2013-14,2013-05-27,7.479456109903574,P12/2014,2014-15,2015-02-03,7.907888814233005,7.479456109903574,0.42843270432943115,5.728126457780023,P03/2013,2013-14,2013-05-27,7.479456109903574,0.42843270432943115,5.728126457780023,P03/2013,2013-14,2013-05-27,7.479456109903574,0.42843270432943115,5.728126457780023,P03/2013,2013-14,2013-05-27,7.479456109903574,0.42843270432943115,5.728126457780023,False,too_few_points
205X,5,P02/2013,2013-14,2013-04-29,8.375684698521582,P10/2017,2017-18,2017-12-09,8.847703729072112,8.375684698521582,0.4720190305505305,5.635587388262694,P06/2016,2016-17,2016-08-19,7.849407038573034,0.9982966904990782,12.71811597479039,P02/2013,2013-14,2013-04-29,8.375684698521582,0.4720190305505305,5.635587388262694,P02/2013,2013-14,2013-04-29,8.375684698521582,0.4720190305505305,5.635587388262694,False,too_few_points
570,6,P01/2017,2017-18,2017-04-01,8.922628993147029,P03/2018,2018-19,2018-05-27,9.425199007670503,8.922628993147029,0.5025700145234744,5.6325329105297355,P02/2017,2017-18,2017-04-29,8.372575953837723,1.0526230538327805,12.572272376344243,P01/2017,2017-18,2017-04-01,8.922628993147029,0.5025700145234744,5.6325329105297355,P01/2017,2017-18,2017-04-01,8.922628993147029,0.5025700145234744,5.6325329105297355,False,too_few_points
UL61,4,P10/2018,2018-19,2018-12-09,13.625796065980852,P01/2024,2024-25,2024-04-01,14.349444827122356,13.625796065980852,0.7236487611415043,5.310873270356792,P03/2023,2023-24,2023-05-27,12.847391613747591,1.502053213374765,11.69150329135655,P10/2018,2018-19,2018-12-09,13.625796065980852,0.7236487611415043,5.310873270356792,P10/2018,2018-19,2018-12-09,13.625796065980852,0.7236487611415043,5.310873270356792,False,too_few_points
V350,3,P01/2020,2020-21,2020-04-01,11.7215641413335,P11/2020,2020-21,2021-01-06,12.3376245995327,11.7215641413335,0.6160604581992004,5.255787118263506,P01/2020,2020-21,2020-04-01,11.7215641413335,0.6160604581992004,5.255787118263506,P01/2020,2020-21,2020-04-01,11.7215641413335,0.6160604581992004,5.255787118263506,P01/2020,2020-21,2020-04-01,11.7215641413335,0.6160604581992004,5.255787118263506,False,too_few_points
Y390,4,P05/2013,2013-14,2013-07-22,6.717805075354701,P02/2016,2016-17,2016-04-29,7.058959799979024,6.717805075354701,0.3411547246243227,5.07836593645596,P13/2015,2015-16,2016-03-02,7.520709632592499,-0.46174983261347524,-6.1397109471211335,P05/2013,2013-14,2013-07-22,6.717805075354701,0.3411547246243227,5.07836593645596,P05/2013,2013-14,2013-07-22,6.717805075354701,0.3411547246243227,5.07836593645596,False,too_few_points
UL47,6,P10/2017,2017-18,2017-12-09,9.170685814113297,P09/2021,2021-22,2021-11-11,9.632955584704192,9.170685814113297,0.46226977059089513,5.040732830247893,P10/2020,2020-21,2020-12-09,10.1766717232169,-0.5437161385127087,-5.342769751256525,P10/2017,2017-18,2017-12-09,9.170685814113297,0.46226977059089513,5.040732830247893,P10/2017,2017-18,2017-12-09,9.170685814113297,0.46226977059089513,5.040732830247893,False,too_few_points
V322,5,P03/2020,2020-21,2020-05-27,6.22182365839589,P13/2020,2020-21,2021-03-03,6.53084777840771,6.22182365839589,0.30902412001182,4.96677721803984,P03/2020,2020-21,2020-05-27,6.22182365839589,0.30902412001182,4.96677721803984,P03/2020,2020-21,2020-05-27,6.22182365839589,0.30902412001182,4.96677721803984,P03/2020,2020-21,2020-05-27,6.22182365839589,0.30902412001182,4.96677721803984,False,too_few_points
Y70,7,P11/2013,2013-14,2014-01-06,8.66802019960561,P05/2019,2019-20,2019-07-22,9.066857415165412,8.66802019960561,0.39883721555980145,4.601249263101029,P13/2018,2018-19,2019-03-03,8.34428567779407,0.7225717373713412,8.65947985570843,P09/2014,2014-15,2014-11-11,9.207255975265303,-0.14039856009989116,-1.5248686522571198,P11/2013,2013-14,2014-01-06,8.66802019960561,0.39883721555980145,4.601249263101029,False,too_few_points
V405,5,P01/2020,2020-21,2020-04-01,11.6001151103938,P13/2020,2020-21,2021-03-03,12.128999881382,11.6001151103938,0.528884770988201,4.559306230627969,P01/2020,2020-21,2020-04-01,11.6001151103938,0.528884770988201,4.559306230627969,P01/2020,2020-21,2020-04-01,11.6001151103938,0.528884770988201,4.559306230627969,P01/2020,2020-21,2020-04-01,11.6001151103938,0.528884770988201,4.559306230627969,False,too_few_points
234E,3,P03/2014,2014-15,2014-05-27,8.536048753620683,P12/2014,2014-15,2015-02-03,8.921091185658046,8.536048753620683,0.38504243203736266,4.510780609987045,P03/2014,2014-15,2014-05-27,8.536048753620683,0.38504243203736266,4.510780609987045,P03/2014,2014-15,2014-05-27,8.536048753620683,0.38504243203736266,4.510780609987045,P03/2014,2014-15,2014-05-27,8.536048753620683,0.38504243203736266,4.510780609987045,False,too_few_points
97U,2,P10/2015,2015-16,2015-12-09,7.61595108017656,P11/2015,2015-16,2016-01-06,7.943345843170537,7.61595108017656,0.3273947629939764,4.298803387093007,P10/2015,2015-16,2015-12-09,7.61595108017656,0.3273947629939764,4.298803387093007,P10/2015,2015-16,2015-12-09,7.61595108017656,0.3273947629939764,4.298803387093007,P10/2015,2015-16,2015-12-09,7.61595108017656,0.3273947629939764,4.298803387093007,False,too_few_points
V138,5,P02/2020,2020-21,2020-04-29,8.14215158533598,P12/2020,2020-21,2021-02-03,8.4559244519964,8.14215158533598,0.31377286666042004,3.8536849059101916,P02/2020,2020-21,2020-04-29,8.14215158533598,0.31377286666042004,3.8536849059101916,P02/2020,2020-21,2020-04-29,8.14215158533598,0.31377286666042004,3.8536849059101916,P02/2020,2020-21,2020-04-29,8.14215158533598,0.31377286666042004,3.8536849059101916,False,too_few_points
BL1,6,P06/2025,2025-26,2025-08-19,9.74571905253698,P11/2025,2025-26,2026-01-06,10.10058416906063,9.74571905253698,0.3548651165236496,3.6412409860232122,P06/2025,2025-26,2025-08-19,9.74571905253698,0.3548651165236496,3.6412409860232122,P06/2025,2025-26,2025-08-19,9.74571905253698,0.3548651165236496,3.6412409860232122,P06/2025,2025-26,2025-08-19,9.74571905253698,0.3548651165236496,3.6412409860232122,False,too_few_points
V699,5,P03/2020,2020-21,2020-05-27,12.6310924577671,P13/2020,2020-21,2021-03-03,13.0845307976062,12.6310924577671,0.4534383398391011,3.589858449340011,P03/2020,2020-21,2020-05-27,12.6310924577671,0.4534383398391011,3.589858449340011,P03/2020,2020-21,2020-05-27,12.6310924577671,0.4534383398391011,3.589858449340011,P03/2020,2020-21,2020-05-27,12.6310924577671,0.4534383398391011,3.589858449340011,False,too_few_points
Y23,7,P03/2013,2013-14,2013-05-27,7.406549112487916,P10/2019,2019-20,2019-12-09,7.657300470382906,7.406549112487916,0.25075135789499026,3.3855356129645777,P05/2018,2018-19,2018-07-22,6.47901162700387,1.1782888433790362,18.18624369291215,P01/2014,2014-15,2014-04-01,7.2378971212465695,0.4194033491363367,5.794546981127906,P03/2013,2013-14,2013-05-27,7.406549112487916,0.25075135789499026,3.3855356129645777,False,too_few_points
436X,4,P11/2013,2013-14,2014-01-06,8.172007320061928,P13/2016,2016-17,2017-03-03,8.44491932500885,8.172007320061928,0.2729120049469227,3.3395956985615447,P03/2015,2015-16,2015-05-27,8.52662989692897,-0.08171057192011943,-0.9582985647066617,P11/2013,2013-14,2014-01-06,8.172007320061928,0.2729120049469227,3.3395956985615447,P11/2013,2013-14,2014-01-06,8.172007320061928,0.2729120049469227,3.3395956985615447,False,too_few_points
V60,7,P01/2020,2020-21,2020-04-01,9.30438274801259,P13/2021,2021-22,2022-03-03,9.60718824467685,9.30438274801259,0.30280549666426104,3.2544393848043294,P11/2020,2020-21,2021-01-06,9.70998723638913,-0.10279899171228024,-1.0586933763108455,P01/2020,2020-21,2020-04-01,9.30438274801259,0.30280549666426104,3.2544393848043294,P01/2020,2020-21,2020-04-01,9.30438274801259,0.30280549666426104,3.2544393848043294,False,too_few_points
558,2,P05/2015,2015-16,2015-07-22,11.386401295354377,P06/2015,2015-16,2015-08-19,11.74450643562301,11.386401295354377,0.35810514026863416,3.145024762255131,P05/2015,2015-16,2015-07-22,11.386401295354377,0.35810514026863416,3.145024762255131,P05/2015,2015-16,2015-07-22,11.386401295354377,0.35810514026863416,3.145024762255131,P05/2015,2015-16,2015-07-22,11.386401295354377,0.35810514026863416,3.145024762255131,False,too_few_points
UL68,7,P11/2018,2018-19,2019-01-06,10.105995549553512,P09/2019,2019-20,2019-11-11,10.423313279045884,10.105995549553512,0.31731772949237147,3.1398957968707073,P11/2018,2018-19,2019-01-06,10.105995549553512,0.31731772949237147,3.1398957968707073,P11/2018,2018-19,2019-01-06,10.105995549553512,0.31731772949237147,3.1398957968707073,P11/2018,2018-19,2019-01-06,10.105995549553512,0.31731772949237147,3.1398957968707073,False,too_few_points
574,4,P01/2013,2013-14,2013-04-01,14.697702963011997,P13/2013,2013-14,2014-03-03,15.151071168738644,14.697702963011997,0.4533682057266475,3.084619459704599,P01/2013,2013-14,2013-04-01,14.697702963011997,0.4533682057266475,3.084619459704599,P01/2013,2013-14,2013-04-01,14.697702963011997,0.4533682057266475,3.084619459704599,P01/2013,2013-14,2013-04-01,14.697702963011997,0.4533682057266475,3.084619459704599,False,too_few_points
V287,5,P02/2020,2020-21,2020-04-29,12.7056392732458,P12/2020,2020-21,2021-02-03,13.0721159315033,12.7056392732458,0.36647665825749876,2.884362214101157,P02/2020,2020-21,2020-04-29,12.7056392732458,0.36647665825749876,2.884362214101157,P02/2020,2020-21,2020-04-29,12.7056392732458,0.36647665825749876,2.884362214101157,P02/2020,2020-21,2020-04-29,12.7056392732458,0.36647665825749876,2.884362214101157,False,too_few_points
777,2,P05/2017,2017-18,2017-07-22,8.032473326388626,P11/2017,2017-18,2018-01-06,8.263302407132425,8.032473326388626,0.23082908074379915,2.8736986898601895,P05/2017,2017-18,2017-07-22,8.032473326388626,0.23082908074379915,2.8736986898601895,P05/2017,2017-18,2017-07-22,8.032473326388626,0.23082908074379915,2.8736986898601895,P05/2017,2017-18,2017-07-22,8.032473326388626,0.23082908074379915,2.8736986898601895,False,too_few_points
V166,7,P01/2020,2020-21,2020-04-01,10.7965539550838,P13/2021,2021-22,2022-03-03,11.0581106778724,10.7965539550838,0.2615567227885993,2.422594504475564,P13/2020,2020-21,2021-03-03,11.5890065201085,-0.5308958422361005,-4.58102980022424,P01/2020,2020-21,2020-04-01,10.7965539550838,0.2615567227885993,2.422594504475564,P01/2020,2020-21,2020-04-01,10.7965539550838,0.2615567227885993,2.422594504475564,False,too_few_points
295N,7,P01/2013,2013-14,2013-04-01,11.23038114767976,P08/2019,2019-20,2019-10-14,11.493099441591124,11.23038114767976,0.26271829391136414,2.3393533171903322,P10/2018,2018-19,2018-12-09,11.256430453536288,0.23666898805483605,2.1025225450620963,P08/2014,2014-15,2014-10-14,11.644433172580076,-0.1513337309889522,-1.2996229936319084,P01/2013,2013-14,2013-04-01,11.23038114767976,0.26271829391136414,2.3393533171903322,False,too_few_points
38X,3,P07/2013,2013-14,2013-09-16,6.596853160319712,P09/2013,2013-14,2013-11-11,6.73378298764391,6.596853160319712,0.13692982732419878,2.0756840268605066,P07/2013,2013-14,2013-09-16,6.596853160319712,0.13692982732419878,2.0756840268605066,P07/2013,2013-14,2013-09-16,6.596853160319712,0.13692982732419878,2.0756840268605066,P07/2013,2013-14,2013-09-16,6.596853160319712,0.13692982732419878,2.0756840268605066,False,too_few_points
H91M,3,P13/2013,2013-14,2014-03-03,11.856943910494966,P05/2015,2015-16,2015-07-22,12.074623174579886,11.856943910494966,0.21767926408491967,1.8358800187310045,P09/2014,2014-15,2014-11-11,12.521238410118048,-0.44661523553816274,-3.5668615268699457,P13/2013,2013-14,2014-03-03,11.856943910494966,0.21767926408491967,1.8358800187310045,P13/2013,2013-14,2014-03-03,11.856943910494966,0.21767926408491967,1.8358800187310045,False,too_few_points
UL58,2,P13/2018,2018-19,2019-03-03,12.625346015364002,P13/2022,2022-23,2023-03-03,12.838728106372791,12.625346015364002,0.21338209100878913,1.6901088552275778,P13/2022,2022-23,2023-03-03,12.838728106372791,0.0,0.0,P13/2018,2018-19,2019-03-03,12.625346015364002,0.21338209100878913,1.6901088552275778,P13/2018,2018-19,2019-03-03,12.625346015364002,0.21338209100878913,1.6901088552275778,False,too_few_points
NG1,2,P01/2020,2020-21,2020-04-01,18.3762853635598,P04/2020,2020-21,2020-06-24,18.6859084476102,18.3762853635598,0.3096230840504006,1.6849057245507497,P01/2020,2020-21,2020-04-01,18.3762853635598,0.3096230840504006,1.6849057245507497,P01/2020,2020-21,2020-04-01,18.3762853635598,0.3096230840504006,1.6849057245507497,P01/2020,2020-21,2020-04-01,18.3762853635598,0.3096230840504006,1.6849057245507497,False,too_few_points
